Date,State,Commodity,Market,Modal Price,Min Price,Max Price,Arrivals (Volume),Rainfall (mm),Temperature Max (°C),Temperature Min (°C),Humidity (%),Festival,Season,MSP,Policy Impact
2021-08-04,Punjab,Wheat,Amritsar,2116.32,1986.59,2301.48,504.75,4.93,26,19,67,None,Rabi,2213.4,None
2021-08-05,Maharashtra,Onion,Lasalgaon,2393.01,2207.69,2450.54,485.86,0.0,41,27,42,None,Summer,,None
2021-08-05,Maharashtra,Onion,Pune,1029.08,971.11,1152.94,280.93,0.0,35,21,88,None,Summer,,None
2021-08-05,Uttar Pradesh,Potato,Agra,2389.15,2312.8,2457.13,596.05,12.39,42,28,43,None,Kharif,,None
2021-08-05,Uttar Pradesh,Potato,Kanpur,2547.34,2386.52,2673.22,364.87,6.32,26,18,63,None,Kharif,,None
2021-08-05,Madhya Pradesh,Moong,Indore,2781.52,2642.77,2964.22,558.6,1.18,41,32,75,None,Kharif,1627.41,MSP Revised
2021-08-05,Madhya Pradesh,Moong,Bhopal,1312.72,1122.03,1368.19,504.92,3.88,32,25,71,None,Rabi,2278.51,None
2021-08-05,Karnataka,Tomato,Bangalore,2577.73,2389.69,2774.6,668.66,0.0,26,17,84,None,Summer,,None
2021-08-05,Telangana,Tomato,Hyderabad,2231.61,2128.29,2342.24,260.7,0.0,32,24,75,None,Summer,,None
2021-08-05,Punjab,Wheat,Ludhiana,2785.17,2649.52,2836.01,590.82,0.0,38,33,60,Ramzan,Summer,2410.82,None
2021-08-05,Punjab,Wheat,Amritsar,2890.45,2731.2,2978.05,335.75,4.56,30,19,69,Diwali,Kharif,2886.21,Export Ban
2021-08-06,Maharashtra,Onion,Lasalgaon,1363.58,1293.01,1517.27,463.3,0.0,40,29,45,None,Summer,,None
2021-08-06,Maharashtra,Onion,Pune,2001.57,1877.9,2179.95,447.61,0.0,29,19,74,None,Summer,,None
2021-08-06,Uttar Pradesh,Potato,Agra,2745.77,2686.12,2844.23,396.5,0.97,40,33,35,None,Rabi,,Export Ban
2021-08-06,Uttar Pradesh,Potato,Kanpur,1317.39,1206.22,1489.91,603.74,0.0,30,19,38,Ramzan,Summer,,None
2021-08-06,Madhya Pradesh,Moong,Indore,1573.15,1474.39,1730.4,535.99,0.0,25,16,32,None,Summer,1542.17,None
2021-08-06,Madhya Pradesh,Moong,Bhopal,1524.21,1432.69,1587.73,551.57,0.0,26,19,67,None,Summer,2225.82,None
2021-08-06,Karnataka,Tomato,Bangalore,2893.22,2697.7,3056.36,413.09,0.0,38,28,72,None,Summer,,None
2021-08-06,Telangana,Tomato,Hyderabad,1116.1,937.54,1206.98,504.75,0.0,38,30,43,None,Summer,,MSP Revised
2021-08-06,Punjab,Wheat,Ludhiana,2709.42,2558.8,2860.34,460.06,0.0,27,19,50,None,Summer,1533.99,Subsidy Introduced
2021-08-06,Punjab,Wheat,Amritsar,1171.7,1107.29,1260.33,551.91,0.0,25,13,66,None,Summer,1986.24,None
2021-08-07,Maharashtra,Onion,Lasalgaon,2870.22,2753.26,3064.58,615.39,0.0,40,30,42,None,Summer,,None
2021-08-07,Maharashtra,Onion,Pune,2002.57,1943.61,2124.14,454.45,1.36,42,30,67,Diwali,Rabi,,MSP Revised
2021-08-07,Uttar Pradesh,Potato,Agra,2172.53,2094.38,2241.41,668.09,4.46,39,34,55,None,Kharif,,None
2021-08-07,Uttar Pradesh,Potato,Kanpur,1164.88,1003.17,1264.28,657.88,0.43,40,26,59,None,Kharif,,None
2021-08-07,Madhya Pradesh,Moong,Indore,1281.58,1152.93,1365.08,463.54,0.0,34,19,42,None,Summer,2154.78,None
2021-08-07,Madhya Pradesh,Moong,Bhopal,2889.69,2779.12,3005.2,414.56,0.0,31,25,36,None,Summer,1784.09,None
2021-08-07,Karnataka,Tomato,Bangalore,1382.4,1299.95,1574.94,503.37,3.41,41,33,34,None,Rabi,,MSP Revised
2021-08-07,Telangana,Tomato,Hyderabad,1604.72,1536.63,1801.82,736.5,10.72,39,27,53,Diwali,Rabi,,None
2021-08-07,Punjab,Wheat,Ludhiana,2964.76,2863.09,3071.11,481.82,0.0,31,21,68,None,Summer,1619.66,None
2021-08-07,Punjab,Wheat,Amritsar,2142.46,1976.75,2232.38,565.12,0.0,37,25,74,None,Summer,1915.39,None
2021-08-08,Maharashtra,Onion,Lasalgaon,1242.87,1050.5,1321.85,532.8,6.18,31,16,86,Diwali,Rabi,,None
2021-08-08,Maharashtra,Onion,Pune,1420.18,1349.27,1587.1,517.57,2.4,34,26,51,Holi,Kharif,,None
2021-08-08,Uttar Pradesh,Potato,Agra,2298.71,2214.31,2407.31,577.35,3.96,25,14,45,None,Kharif,,None
2021-08-08,Uttar Pradesh,Potato,Kanpur,2635.66,2547.08,2721.28,552.14,4.71,31,18,73,None,Kharif,,None
2021-08-08,Madhya Pradesh,Moong,Indore,2400.58,2297.67,2550.99,235.95,0.0,35,28,42,None,Summer,2666.74,Export Ban
2021-08-08,Madhya Pradesh,Moong,Bhopal,1861.09,1712.45,2039.5,367.78,0.0,34,21,80,None,Summer,2844.86,None
2021-08-08,Karnataka,Tomato,Bangalore,2571.75,2511.43,2758.36,508.65,7.26,32,19,70,None,Kharif,,None
2021-08-08,Telangana,Tomato,Hyderabad,2270.01,2198.82,2337.66,493.05,0.0,40,26,56,Holi,Summer,,None
2021-08-08,Punjab,Wheat,Ludhiana,2777.78,2621.75,2865.35,615.81,1.2,37,29,86,None,Kharif,1723.52,None
2021-08-08,Punjab,Wheat,Amritsar,1052.32,964.34,1142.1,565.51,2.81,33,26,78,None,Kharif,2712.04,None
2021-08-09,Maharashtra,Onion,Lasalgaon,2785.16,2618.91,2912.7,535.08,6.84,25,14,40,None,Kharif,,None
2021-08-09,Maharashtra,Onion,Pune,2898.63,2721.1,3016.53,348.73,1.46,36,26,55,None,Rabi,,MSP Revised
2021-08-09,Uttar Pradesh,Potato,Agra,1873.92,1739.55,2044.55,420.28,0.0,41,30,85,None,Summer,,None
2021-08-09,Uttar Pradesh,Potato,Kanpur,1835.53,1649.69,1994.53,618.56,3.42,34,20,68,None,Kharif,,None
2021-08-09,Madhya Pradesh,Moong,Indore,1710.74,1650.03,1818.78,520.34,9.68,41,30,87,None,Kharif,1535.14,None
2021-08-09,Madhya Pradesh,Moong,Bhopal,1287.45,1195.45,1339.2,467.0,0.0,37,25,40,None,Summer,1575.24,None
2021-08-09,Karnataka,Tomato,Bangalore,1471.47,1403.41,1664.07,608.81,0.0,36,26,48,None,Summer,,None
2021-08-09,Telangana,Tomato,Hyderabad,2270.03,2079.36,2354.28,551.08,12.47,35,22,81,None,Rabi,,None
2021-08-09,Punjab,Wheat,Ludhiana,2269.39,2169.19,2466.05,469.51,3.15,31,24,78,None,Kharif,2950.45,Subsidy Introduced
2021-08-09,Punjab,Wheat,Amritsar,1661.59,1554.92,1837.85,578.14,0.0,41,35,51,None,Summer,2138.22,None
2021-08-10,Maharashtra,Onion,Lasalgaon,1187.19,1127.07,1358.54,569.48,0.0,29,22,52,None,Summer,,MSP Revised
2021-08-10,Maharashtra,Onion,Pune,2864.27,2745.48,2924.0,513.7,2.86,42,29,54,None,Kharif,,None
2021-08-10,Uttar Pradesh,Potato,Agra,1716.23,1588.65,1815.98,440.8,2.47,40,31,52,None,Kharif,,None
2021-08-10,Uttar Pradesh,Potato,Kanpur,1936.9,1809.19,2082.2,385.53,5.48,42,35,40,None,Rabi,,None
2021-08-10,Madhya Pradesh,Moong,Indore,2404.27,2289.41,2455.48,692.03,0.0,28,22,89,None,Summer,1786.54,None
2021-08-10,Madhya Pradesh,Moong,Bhopal,2504.01,2348.3,2624.99,313.58,0.0,28,23,69,Holi,Summer,2356.66,MSP Revised
2021-08-10,Karnataka,Tomato,Bangalore,1642.1,1482.3,1729.97,410.86,0.43,36,22,60,None,Rabi,,None
2021-08-10,Telangana,Tomato,Hyderabad,1482.74,1350.85,1544.27,452.14,13.14,35,29,74,None,Kharif,,None
2021-08-10,Punjab,Wheat,Ludhiana,2128.41,2013.74,2283.31,481.85,6.12,37,23,49,None,Rabi,1711.11,None
2021-08-10,Punjab,Wheat,Amritsar,2890.9,2817.3,2990.67,553.87,0.0,34,26,45,Diwali,Summer,2915.7,MSP Revised
2021-08-11,Maharashtra,Onion,Lasalgaon,1974.03,1852.75,2092.78,612.04,5.18,28,18,32,None,Kharif,,None
2021-08-11,Maharashtra,Onion,Pune,1842.89,1726.74,1981.64,657.13,2.2,30,20,50,Diwali,Rabi,,None
2021-08-11,Uttar Pradesh,Potato,Agra,1716.12,1665.55,1815.41,497.84,0.0,25,14,75,None,Summer,,None
2021-08-11,Uttar Pradesh,Potato,Kanpur,1376.8,1244.48,1504.24,600.43,0.0,29,18,52,None,Summer,,None
2021-08-11,Madhya Pradesh,Moong,Indore,1078.33,939.32,1233.99,564.59,0.0,39,25,30,None,Summer,1978.34,None
2021-08-11,Madhya Pradesh,Moong,Bhopal,1770.15,1655.23,1905.35,786.09,2.84,26,15,43,None,Rabi,2773.18,None
2021-08-11,Karnataka,Tomato,Bangalore,1368.7,1264.08,1525.49,589.58,0.0,37,28,60,None,Summer,,None
2021-08-11,Telangana,Tomato,Hyderabad,2981.89,2835.87,3155.14,657.18,6.28,38,33,63,None,Rabi,,None
2021-08-11,Punjab,Wheat,Ludhiana,2936.04,2847.1,3007.66,612.96,4.3,37,29,85,None,Kharif,2455.16,None
2021-08-11,Punjab,Wheat,Amritsar,1943.13,1812.08,2094.58,521.39,0.69,38,32,35,None,Kharif,2116.59,None
2021-08-12,Maharashtra,Onion,Lasalgaon,2468.08,2311.81,2656.77,493.38,5.94,28,19,62,None,Kharif,,None
2021-08-12,Maharashtra,Onion,Pune,1770.85,1716.92,1904.36,498.94,0.37,31,26,83,None,Kharif,,None
2021-08-12,Uttar Pradesh,Potato,Agra,1052.65,948.07,1124.34,510.03,1.35,37,31,83,None,Rabi,,None
2021-08-12,Uttar Pradesh,Potato,Kanpur,2227.25,2082.99,2306.7,270.73,6.26,29,22,32,None,Kharif,,None
2021-08-12,Madhya Pradesh,Moong,Indore,2377.72,2255.24,2435.67,393.51,0.0,30,20,90,Holi,Summer,1927.52,None
2021-08-12,Madhya Pradesh,Moong,Bhopal,2247.88,2162.27,2431.88,463.97,0.0,27,12,64,None,Summer,1534.86,None
2021-08-12,Karnataka,Tomato,Bangalore,2937.73,2836.31,3122.14,699.52,0.15,37,27,58,None,Kharif,,None
2021-08-12,Telangana,Tomato,Hyderabad,2962.01,2825.5,3066.24,738.22,3.0,40,35,83,None,Rabi,,Subsidy Introduced
2021-08-12,Punjab,Wheat,Ludhiana,2550.39,2489.5,2660.23,456.07,3.44,29,24,72,Ramzan,Rabi,2262.29,None
2021-08-12,Punjab,Wheat,Amritsar,2025.39,1963.1,2187.72,518.83,3.84,38,33,66,None,Rabi,1786.14,None
2021-08-13,Maharashtra,Onion,Lasalgaon,2009.68,1848.86,2089.5,529.57,0.0,27,17,76,None,Summer,,Subsidy Introduced
2021-08-13,Maharashtra,Onion,Pune,1640.31,1457.04,1743.14,524.73,1.43,42,36,78,None,Rabi,,None
2021-08-13,Uttar Pradesh,Potato,Agra,1362.39,1195.08,1478.53,552.23,0.0,32,24,66,None,Summer,,MSP Revised
2021-08-13,Uttar Pradesh,Potato,Kanpur,2079.86,2020.1,2214.16,540.28,0.0,32,23,47,Holi,Summer,,Subsidy Introduced
2021-08-13,Madhya Pradesh,Moong,Indore,2924.14,2773.86,3087.19,459.52,4.9,40,25,34,None,Rabi,2285.11,MSP Revised
2021-08-13,Madhya Pradesh,Moong,Bhopal,1477.48,1420.72,1641.44,611.77,2.88,32,20,84,None,Kharif,2791.73,None
2021-08-13,Karnataka,Tomato,Bangalore,1463.23,1345.91,1604.48,450.98,0.0,30,15,53,None,Summer,,None
2021-08-13,Telangana,Tomato,Hyderabad,2067.82,1927.15,2251.93,443.81,4.84,29,14,67,None,Kharif,,None
2021-08-13,Punjab,Wheat,Ludhiana,1557.18,1398.59,1693.21,652.69,6.94,27,16,68,Ramzan,Rabi,1862.2,MSP Revised
2021-08-13,Punjab,Wheat,Amritsar,2197.06,2033.66,2316.66,306.48,8.25,37,22,89,None,Rabi,1623.9,MSP Revised
2021-08-14,Maharashtra,Onion,Lasalgaon,2288.97,2214.31,2477.35,306.86,0.0,36,23,58,None,Summer,,Subsidy Introduced
2021-08-14,Maharashtra,Onion,Pune,2509.87,2385.65,2636.0,397.16,4.84,27,21,35,None,Rabi,,None
2021-08-14,Uttar Pradesh,Potato,Agra,1987.58,1894.74,2052.57,444.79,5.74,37,25,40,Holi,Rabi,,None
2021-08-14,Uttar Pradesh,Potato,Kanpur,1417.63,1350.15,1520.28,427.48,0.0,31,17,73,None,Summer,,None
2021-08-14,Madhya Pradesh,Moong,Indore,1474.58,1396.46,1578.78,406.51,0.0,33,27,89,None,Summer,2009.88,None
2021-08-14,Madhya Pradesh,Moong,Bhopal,1120.6,999.04,1174.78,479.85,3.1,27,12,80,Ramzan,Kharif,1627.14,None
2021-08-14,Karnataka,Tomato,Bangalore,1808.91,1621.17,1878.52,491.4,1.54,31,17,42,None,Rabi,,None
2021-08-14,Telangana,Tomato,Hyderabad,1904.05,1846.2,1995.83,634.85,7.36,36,29,46,Holi,Kharif,,MSP Revised
2021-08-14,Punjab,Wheat,Ludhiana,1002.56,855.97,1179.52,682.07,0.0,31,26,41,None,Summer,1515.49,None
2021-08-14,Punjab,Wheat,Amritsar,1184.16,990.11,1241.18,682.51,0.0,32,27,48,Holi,Summer,2176.03,None
2021-08-15,Maharashtra,Onion,Lasalgaon,2674.58,2542.96,2751.74,554.99,9.67,27,16,74,None,Rabi,,Export Ban
2021-08-15,Maharashtra,Onion,Pune,2138.18,2053.75,2240.94,659.74,0.0,41,27,59,None,Summer,,None
2021-08-15,Uttar Pradesh,Potato,Agra,1395.99,1342.45,1456.71,595.0,0.0,31,25,88,None,Summer,,Subsidy Introduced
2021-08-15,Uttar Pradesh,Potato,Kanpur,2463.41,2406.6,2591.49,477.24,0.97,42,31,33,None,Kharif,,None
2021-08-15,Madhya Pradesh,Moong,Indore,1403.38,1334.58,1599.98,627.3,0.0,36,29,89,Ramzan,Summer,2797.7,None
2021-08-15,Madhya Pradesh,Moong,Bhopal,1603.41,1445.82,1708.81,348.57,7.49,39,25,71,None,Kharif,1710.09,None
2021-08-15,Karnataka,Tomato,Bangalore,2484.73,2308.07,2610.17,324.71,0.0,34,26,88,None,Summer,,None
2021-08-15,Telangana,Tomato,Hyderabad,2237.09,2069.71,2373.81,669.48,0.33,41,31,80,None,Kharif,,None
2021-08-15,Punjab,Wheat,Ludhiana,1613.83,1522.32,1691.69,560.06,10.95,35,21,84,Ramzan,Kharif,2530.3,None
2021-08-15,Punjab,Wheat,Amritsar,2594.35,2515.9,2652.92,506.15,2.38,25,17,90,None,Kharif,1921.15,None
2021-08-16,Maharashtra,Onion,Lasalgaon,1923.75,1809.12,2060.53,481.77,0.0,38,33,73,None,Summer,,None
2021-08-16,Maharashtra,Onion,Pune,2647.37,2569.14,2815.99,392.65,5.99,39,29,90,None,Rabi,,None
2021-08-16,Uttar Pradesh,Potato,Agra,1508.45,1344.61,1632.48,535.3,0.0,36,24,42,Diwali,Summer,,None
2021-08-16,Uttar Pradesh,Potato,Kanpur,2062.67,1915.93,2159.78,487.36,7.87,38,27,90,None,Rabi,,None
2021-08-16,Madhya Pradesh,Moong,Indore,1225.2,1061.72,1424.36,337.4,2.01,25,13,80,None,Kharif,2802.23,None
2021-08-16,Madhya Pradesh,Moong,Bhopal,2561.21,2421.23,2677.12,518.58,2.81,31,18,78,Holi,Rabi,2155.83,None
2021-08-16,Karnataka,Tomato,Bangalore,2391.61,2252.89,2442.66,527.56,5.18,28,23,43,None,Kharif,,MSP Revised
2021-08-16,Telangana,Tomato,Hyderabad,1650.1,1584.74,1761.42,471.3,0.0,26,16,55,Ramzan,Summer,,None
2021-08-16,Punjab,Wheat,Ludhiana,2592.46,2416.33,2681.98,452.2,2.02,29,22,65,None,Rabi,2303.51,None
2021-08-16,Punjab,Wheat,Amritsar,1762.22,1678.02,1832.43,626.65,4.13,25,19,46,Ramzan,Kharif,2912.72,MSP Revised
2021-08-17,Maharashtra,Onion,Lasalgaon,2760.45,2689.5,2835.0,401.93,0.6,27,14,83,None,Kharif,,None
2021-08-17,Maharashtra,Onion,Pune,1160.36,1003.6,1305.92,651.12,5.49,29,22,90,Diwali,Kharif,,None
2021-08-17,Uttar Pradesh,Potato,Agra,2920.85,2829.65,3047.67,516.02,0.0,30,18,84,None,Summer,,None
2021-08-17,Uttar Pradesh,Potato,Kanpur,1141.2,1044.18,1293.91,563.89,5.55,42,28,56,Holi,Kharif,,None
2021-08-17,Madhya Pradesh,Moong,Indore,2676.43,2591.95,2767.37,529.41,3.31,31,18,86,Holi,Rabi,2277.04,None
2021-08-17,Madhya Pradesh,Moong,Bhopal,2483.41,2347.11,2591.7,408.02,0.0,37,29,70,None,Summer,2386.47,MSP Revised
2021-08-17,Karnataka,Tomato,Bangalore,1094.04,1019.14,1188.86,649.7,0.0,33,20,58,None,Summer,,Subsidy Introduced
2021-08-17,Telangana,Tomato,Hyderabad,1153.11,1030.39,1230.04,441.93,0.0,36,21,77,None,Summer,,None
2021-08-17,Punjab,Wheat,Ludhiana,2784.61,2642.64,2950.93,545.97,0.0,30,16,44,None,Summer,2190.98,Export Ban
2021-08-17,Punjab,Wheat,Amritsar,1836.66,1662.1,1899.24,335.54,2.98,34,20,89,None,Rabi,2723.73,None
2021-08-18,Maharashtra,Onion,Lasalgaon,2461.52,2400.28,2574.77,548.02,6.0,28,20,69,Holi,Rabi,,None
2021-08-18,Maharashtra,Onion,Pune,2939.64,2859.81,3104.93,650.44,0.0,29,14,53,Diwali,Summer,,None
2021-08-18,Uttar Pradesh,Potato,Agra,2471.84,2285.52,2655.06,581.81,0.0,37,32,59,None,Summer,,None
2021-08-18,Uttar Pradesh,Potato,Kanpur,2082.58,1899.02,2274.01,430.4,0.0,42,35,32,None,Summer,,None
2021-08-18,Madhya Pradesh,Moong,Indore,1936.51,1877.74,2094.53,419.24,0.0,34,23,59,None,Summer,2910.94,None
2021-08-18,Madhya Pradesh,Moong,Bhopal,2678.53,2576.01,2831.07,432.22,12.7,32,22,42,None,Kharif,2814.86,None
2021-08-18,Karnataka,Tomato,Bangalore,1136.65,1080.64,1218.98,361.38,1.06,31,17,86,None,Rabi,,None
2021-08-18,Telangana,Tomato,Hyderabad,2945.62,2746.09,3024.45,477.76,0.0,35,21,77,None,Summer,,None
2021-08-18,Punjab,Wheat,Ludhiana,2452.87,2352.4,2515.28,644.98,3.55,36,27,61,None,Kharif,2360.32,None
2021-08-18,Punjab,Wheat,Amritsar,2813.42,2629.2,2962.77,472.78,0.0,28,21,79,None,Summer,2826.76,MSP Revised
2021-08-19,Maharashtra,Onion,Lasalgaon,2726.44,2619.28,2813.47,612.31,1.66,29,14,84,None,Rabi,,None
2021-08-19,Maharashtra,Onion,Pune,2275.48,2176.4,2417.87,387.24,0.0,34,19,41,None,Summer,,None
2021-08-19,Uttar Pradesh,Potato,Agra,1849.99,1768.84,1905.48,432.16,3.91,32,24,70,None,Kharif,,None
2021-08-19,Uttar Pradesh,Potato,Kanpur,1662.56,1464.76,1744.47,573.06,0.0,36,27,58,None,Summer,,None
2021-08-19,Madhya Pradesh,Moong,Indore,2441.09,2271.26,2586.72,550.65,1.55,33,18,89,Diwali,Kharif,1690.9,None
2021-08-19,Madhya Pradesh,Moong,Bhopal,2379.65,2216.63,2441.27,446.44,4.19,39,34,82,None,Rabi,2830.1,None
2021-08-19,Karnataka,Tomato,Bangalore,2569.03,2490.08,2716.51,465.41,3.64,25,20,79,None,Rabi,,None
2021-08-19,Telangana,Tomato,Hyderabad,2237.64,2129.57,2433.5,655.83,1.71,36,29,75,None,Rabi,,Subsidy Introduced
2021-08-19,Punjab,Wheat,Ludhiana,1420.17,1247.23,1581.85,553.44,2.03,32,26,49,None,Rabi,1525.67,None
2021-08-19,Punjab,Wheat,Amritsar,1606.35,1418.74,1734.55,700.78,7.88,29,16,61,None,Rabi,1777.66,None
2021-08-20,Maharashtra,Onion,Lasalgaon,1060.08,906.46,1246.97,556.98,0.0,32,19,53,None,Summer,,None
2021-08-20,Maharashtra,Onion,Pune,1203.95,1082.7,1270.62,352.41,0.0,42,30,76,None,Summer,,None
2021-08-20,Uttar Pradesh,Potato,Agra,2001.36,1827.64,2101.51,464.77,0.0,42,36,37,None,Summer,,None
2021-08-20,Uttar Pradesh,Potato,Kanpur,2512.59,2387.21,2567.29,593.92,10.17,36,27,55,Ramzan,Rabi,,Export Ban
2021-08-20,Madhya Pradesh,Moong,Indore,1767.07,1698.98,1898.04,497.67,0.0,32,20,51,Diwali,Summer,2571.5,None
2021-08-20,Madhya Pradesh,Moong,Bhopal,2492.14,2388.1,2686.12,492.04,0.84,35,20,76,None,Kharif,2760.39,Subsidy Introduced
2021-08-20,Karnataka,Tomato,Bangalore,2902.66,2796.67,3010.34,397.12,1.82,30,21,61,None,Kharif,,None
2021-08-20,Telangana,Tomato,Hyderabad,1219.68,1115.95,1274.44,403.15,4.05,28,13,36,None,Kharif,,Subsidy Introduced
2021-08-20,Punjab,Wheat,Ludhiana,2003.27,1869.42,2175.04,591.02,4.81,29,15,50,None,Rabi,2732.48,Subsidy Introduced
2021-08-20,Punjab,Wheat,Amritsar,2418.75,2349.55,2542.41,454.62,3.29,25,13,55,Diwali,Rabi,2298.43,None
2021-08-21,Maharashtra,Onion,Lasalgaon,2861.91,2690.73,3060.75,549.25,0.58,42,37,76,None,Rabi,,None
2021-08-21,Maharashtra,Onion,Pune,2306.61,2127.8,2368.09,264.67,0.0,38,23,87,Holi,Summer,,None
2021-08-21,Uttar Pradesh,Potato,Agra,1371.02,1213.14,1559.48,511.39,2.47,41,31,44,None,Rabi,,None
2021-08-21,Uttar Pradesh,Potato,Kanpur,2697.06,2589.08,2826.05,517.0,0.0,30,17,43,None,Summer,,MSP Revised
2021-08-21,Madhya Pradesh,Moong,Indore,1720.54,1663.87,1849.37,539.52,0.0,25,17,66,None,Summer,2915.54,None
2021-08-21,Madhya Pradesh,Moong,Bhopal,1572.69,1413.43,1668.38,707.61,4.5,37,28,74,None,Kharif,1510.2,None
2021-08-21,Karnataka,Tomato,Bangalore,1634.08,1435.54,1777.22,588.49,2.02,27,20,38,None,Kharif,,None
2021-08-21,Telangana,Tomato,Hyderabad,1188.02,1084.85,1284.27,459.24,6.97,32,21,55,None,Kharif,,None
2021-08-21,Punjab,Wheat,Ludhiana,2254.8,2132.81,2428.6,465.09,0.0,37,25,45,None,Summer,2550.92,None
2021-08-21,Punjab,Wheat,Amritsar,1823.14,1688.44,1941.64,525.16,0.0,42,29,89,None,Summer,2638.11,None
2021-08-22,Maharashtra,Onion,Lasalgaon,2323.32,2212.95,2392.05,408.96,2.59,31,16,82,None,Kharif,,None
2021-08-22,Maharashtra,Onion,Pune,1654.43,1574.64,1852.18,551.17,9.28,28,16,81,Ramzan,Kharif,,Export Ban
2021-08-22,Uttar Pradesh,Potato,Agra,1806.2,1661.17,1980.93,558.84,1.26,27,17,61,Holi,Kharif,,None
2021-08-22,Uttar Pradesh,Potato,Kanpur,2046.01,1870.47,2120.29,441.0,3.64,42,33,31,None,Rabi,,None
2021-08-22,Madhya Pradesh,Moong,Indore,2530.82,2479.5,2594.67,427.58,8.7,25,10,40,None,Rabi,2951.12,None
2021-08-22,Madhya Pradesh,Moong,Bhopal,1654.09,1576.12,1836.69,408.94,2.23,27,13,46,None,Rabi,1573.21,None
2021-08-22,Karnataka,Tomato,Bangalore,1710.63,1644.98,1875.15,420.55,0.0,28,14,33,None,Summer,,None
2021-08-22,Telangana,Tomato,Hyderabad,1455.89,1292.71,1569.17,377.28,0.0,29,19,85,None,Summer,,None
2021-08-22,Punjab,Wheat,Ludhiana,2831.72,2672.25,2906.67,645.69,1.95,33,27,61,None,Kharif,2528.33,None
2021-08-22,Punjab,Wheat,Amritsar,2242.61,2120.42,2328.7,521.37,2.52,41,29,51,None,Kharif,2893.65,None
2021-08-23,Maharashtra,Onion,Lasalgaon,2727.16,2572.23,2777.45,580.29,0.0,30,16,49,Diwali,Summer,,None
2021-08-23,Maharashtra,Onion,Pune,1015.65,849.39,1158.84,536.99,0.0,42,37,44,None,Summer,,None
2021-08-23,Uttar Pradesh,Potato,Agra,2579.09,2433.72,2665.42,533.87,0.0,40,33,47,None,Summer,,None
2021-08-23,Uttar Pradesh,Potato,Kanpur,2819.07,2647.36,2931.14,689.27,8.66,38,28,57,None,Kharif,,None
2021-08-23,Madhya Pradesh,Moong,Indore,1956.16,1820.08,2011.95,523.52,0.0,31,22,61,None,Summer,2592.9,None
2021-08-23,Madhya Pradesh,Moong,Bhopal,1185.4,1115.49,1243.76,397.94,12.62,27,15,61,Ramzan,Rabi,1648.78,MSP Revised
2021-08-23,Karnataka,Tomato,Bangalore,2005.64,1934.3,2087.95,441.33,1.63,26,21,44,None,Kharif,,None
2021-08-23,Telangana,Tomato,Hyderabad,1488.5,1417.37,1589.16,616.02,1.76,40,26,49,None,Rabi,,None
2021-08-23,Punjab,Wheat,Ludhiana,2924.95,2768.64,3092.52,407.69,3.78,29,19,63,None,Kharif,2553.08,None
2021-08-23,Punjab,Wheat,Amritsar,2133.6,2011.49,2267.36,561.78,5.49,39,25,32,None,Rabi,1638.74,None
2021-08-24,Maharashtra,Onion,Lasalgaon,1412.55,1225.89,1539.5,480.74,2.08,35,21,77,None,Rabi,,Subsidy Introduced
2021-08-24,Maharashtra,Onion,Pune,1134.25,1056.35,1289.51,415.71,2.91,34,28,50,None,Rabi,,Subsidy Introduced
2021-08-24,Uttar Pradesh,Potato,Agra,2236.52,2149.32,2367.93,384.4,0.0,27,18,55,None,Summer,,None
2021-08-24,Uttar Pradesh,Potato,Kanpur,1447.45,1348.23,1636.16,503.33,3.38,29,15,51,Diwali,Kharif,,None
2021-08-24,Madhya Pradesh,Moong,Indore,2252.98,2067.05,2360.32,204.73,0.0,26,18,90,None,Summer,2556.87,None
2021-08-24,Madhya Pradesh,Moong,Bhopal,1172.5,992.03,1286.4,468.06,2.75,31,24,46,Diwali,Rabi,1830.38,None
2021-08-24,Karnataka,Tomato,Bangalore,2062.76,1974.96,2185.65,469.47,0.0,42,28,71,None,Summer,,Subsidy Introduced
2021-08-24,Telangana,Tomato,Hyderabad,2263.47,2143.75,2452.0,437.42,0.46,27,22,87,None,Rabi,,MSP Revised
2021-08-24,Punjab,Wheat,Ludhiana,1976.34,1838.92,2064.68,453.17,1.88,40,30,66,None,Kharif,2202.12,MSP Revised
2021-08-24,Punjab,Wheat,Amritsar,1974.68,1865.65,2172.61,458.15,7.04,38,31,88,None,Rabi,2239.74,None
2021-08-25,Maharashtra,Onion,Lasalgaon,1326.6,1274.06,1481.93,590.68,4.27,35,23,37,Holi,Kharif,,MSP Revised
2021-08-25,Maharashtra,Onion,Pune,2641.89,2477.33,2784.66,462.61,6.04,36,24,68,None,Rabi,,Export Ban
2021-08-25,Uttar Pradesh,Potato,Agra,1190.88,994.97,1266.41,583.75,5.64,28,22,78,Diwali,Rabi,,None
2021-08-25,Uttar Pradesh,Potato,Kanpur,1306.74,1158.7,1457.25,555.23,14.13,38,28,54,Ramzan,Rabi,,None
2021-08-25,Madhya Pradesh,Moong,Indore,1584.0,1436.82,1649.03,570.36,0.0,35,27,78,None,Summer,2342.28,MSP Revised
2021-08-25,Madhya Pradesh,Moong,Bhopal,1257.41,1174.35,1422.07,463.44,1.87,27,13,42,None,Kharif,2818.75,None
2021-08-25,Karnataka,Tomato,Bangalore,1179.56,1092.65,1302.32,471.66,0.99,35,28,87,None,Rabi,,None
